date_julian_cal,year,weekday,type,kind,magnitude,best_site,diagnostic,why,note
1079-01-20,1079,0,lunar,partial umbral,0.333,Clonmacnoise,blind,,"Moon 49.0 deg up, 1.0 of umbral phase in a dark sky"
1079-07-01,1079,1,solar,partial,0.656,Clonmacnoise,blind,,UT 13:30 at Armagh
1080-11-29,1080,0,lunar,partial umbral,0.81,Clonmacnoise,blind,,"Moon 54.7 deg up, 1.0 of umbral phase in a dark sky"
1081-11-19,1081,5,lunar,total,1.633,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 18.6 deg up, 0.44 of umbral phase in a dark sky"
1082-05-14,1082,6,lunar,partial umbral,0.826,Clonmacnoise,blind,,"Moon 16.1 deg up, 0.92 of umbral phase in a dark sky"
1084-03-24,1084,0,lunar,partial umbral,0.843,Clonmacnoise,blind,,"Moon 30.4 deg up, 1.0 of umbral phase in a dark sky"
1084-09-17,1084,2,lunar,partial umbral,0.625,Clonmacnoise,blind,,"Moon 36.8 deg up, 1.0 of umbral phase in a dark sky"
1084-10-02,1084,3,solar,partial,0.853,Clonmacnoise,blind,,UT 13:23 at Armagh
1085-03-14,1085,5,lunar,total,1.507,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 13.8 deg up, 0.28 of umbral phase in a dark sky"
1086-08-27,1086,4,lunar,partial umbral,0.469,Clonmacnoise,blind,,"Moon 4.1 deg up, 0.04 of umbral phase in a dark sky"
1087-08-01,1087.0,0.0,solar,partial,0.1959,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1088-01-11,1088,2,lunar,partial umbral,0.816,Clonmacnoise,blind,,"Moon 56.7 deg up, 1.0 of umbral phase in a dark sky"
1088-07-06,1088,,lunar,total,1.149,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1088-12-30,1088,6,lunar,total,1.669,Iona,blind,,"Moon 11.7 deg up, 0.28 of umbral phase in a dark sky"
1089-06-25,1089,,lunar,total,1.1212,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1089-12-20,1089,4,lunar,partial umbral,0.429,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 18.6 deg up, 0.72 of umbral phase in a dark sky"
1091-05-05,1091,1,lunar,partial umbral,0.522,Clonmacnoise,blind,,"Moon 17.5 deg up, 1.0 of umbral phase in a dark sky"
1091-10-30,1091,4,lunar,partial umbral,0.524,Clonmacnoise,blind,,"Moon 29.6 deg up, 1.0 of umbral phase in a dark sky"
1092-10-18,1092,1,lunar,total,1.812,Clonmacnoise,blind,,"Moon 35.0 deg up, 0.88 of umbral phase in a dark sky"
1093-09-23,1093,5,solar,partial,0.877,Iona,blind,,UT 09:42 at Armagh
1095-02-22,1095,4,lunar,partial umbral,0.721,Clonmacnoise,blind,,"Moon 43.7 deg up, 1.0 of umbral phase in a dark sky"
1095-08-18,1095,6,lunar,partial umbral,0.901,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 5.4 deg up, 0.08 of umbral phase in a dark sky"
1096-02-11,1096,1,lunar,total,1.615,Clonmacnoise,blind,,"Moon 44.3 deg up, 1.0 of umbral phase in a dark sky"
1096-08-06,1096,3,lunar,total,1.487,Clonmacnoise,blind,,"Moon 11.0 deg up, 0.24 of umbral phase in a dark sky"
1098-12-11,1098,6,lunar,partial umbral,0.801,Clonmacnoise,blind,,"Moon 33.7 deg up, 1.0 of umbral phase in a dark sky"
1098-12-25,1098,6,solar,partial,0.696,Clonmacnoise,blind,,UT 11:03 at Armagh
1099-06-05,1099,,lunar,total,1.366,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1099-11-30,1099,3,lunar,total,1.64,Iona,blind,,"Moon 15.2 deg up, 0.4 of umbral phase in a dark sky"
1100-11-18,1100,0,lunar,partial umbral,0.307,Armagh,blind,,"Moon 30.3 deg up, 1.0 of umbral phase in a dark sky"
1102-04-05,1102,6,lunar,partial umbral,0.744,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 8.3 deg up, 0.2 of umbral phase in a dark sky"
1103-09-17,1103,4,lunar,total,1.836,Clonmacnoise,blind,,"Moon 35.1 deg up, 1.0 of umbral phase in a dark sky"
1106-07-17,1106,2,lunar,partial umbral,0.996,Clonmacnoise,blind,,"Moon 16.4 deg up, 0.92 of umbral phase in a dark sky"
1107-01-11,1107,5,lunar,total,1.68,Clonmacnoise,blind,,"Moon 57.3 deg up, 1.0 of umbral phase in a dark sky"
1107-07-06,1107,6,lunar,total,1.28,Clonmacnoise,blind,,"Moon 13.6 deg up, 0.96 of umbral phase in a dark sky"
1107-12-31,1107,2,lunar,partial umbral,0.431,Iona,blind,,"Moon 10.0 deg up, 0.28 of umbral phase in a dark sky"
1109-05-31,1109,1,solar,deep partial,0.919,Iona,blind,,UT 12:55 at Armagh
1110-05-05,1110,4,lunar,total,1.759,Clonmacnoise,blind,,"Moon 17.6 deg up, 1.0 of umbral phase in a dark sky"
1111-10-18,1111,3,lunar,partial umbral,0.616,Armagh,blind,,"Moon 21.5 deg up, 0.64 of umbral phase in a dark sky"
1112-03-29,1112.0,5.0,solar,partial,0.1928,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1114-08-18,1114,2,lunar,total,1.596,Clonmacnoise,blind,,"Moon 23.5 deg up, 0.92 of umbral phase in a dark sky"
1115-02-10,1115,3,lunar,partial umbral,0.406,Armagh,blind,,"Moon 31.1 deg up, 1.0 of umbral phase in a dark sky"
1115-07-23,1115.0,5.0,solar,partial,0.0,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1116-12-21,1116,,lunar,partial umbral,0.7945,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1117-06-16,1117,6,lunar,total,1.222,Clonmacnoise,blind,,"Moon 12.0 deg up, 1.0 of umbral phase in a dark sky"
1117-12-11,1117,2,lunar,total,1.645,Clonmacnoise,blind,,"Moon 59.8 deg up, 1.0 of umbral phase in a dark sky"
1118-05-22,1118,3,solar,partial,0.662,Iona,blind,,UT 08:04 at Armagh
1118-11-30,1118,6,lunar,partial umbral,0.319,Clonmacnoise,blind,,"Moon 54.0 deg up, 1.0 of umbral phase in a dark sky"
1119-05-11,1119.0,0.0,solar,partial,0.0239,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1120-10-08,1120,,lunar,partial umbral,0.5205,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1121-04-04,1121,1,lunar,total,1.7,Clonmacnoise,blind,,"Moon 25.7 deg up, 0.88 of umbral phase in a dark sky"
1121-09-28,1121,3,lunar,total,1.873,Clonmacnoise,blind,,"Moon 20.7 deg up, 0.52 of umbral phase in a dark sky"
1122-03-24,1122,5,lunar,partial umbral,0.311,Clonmacnoise,blind,,"Moon 31.6 deg up, 1.0 of umbral phase in a dark sky"
1122-09-17,1122,0,lunar,partial umbral,0.62,Clonmacnoise,blind,,"Moon 35.0 deg up, 1.0 of umbral phase in a dark sky"
1124-02-01,1124,5,lunar,partial umbral,0.785,Armagh,blind,,"Moon 23.1 deg up, 0.72 of umbral phase in a dark sky"
1124-07-28,1124,1,lunar,partial umbral,0.848,Clonmacnoise,blind,,"Moon 6.1 deg up, 0.08 of umbral phase in a dark sky"
1124-08-11,1124,1,solar,partial,0.76,Iona,blind,,UT 11:41 at Armagh
1125-12-26,1125,6,solar,partial,0.617,Clonmacnoise,blind,,UT 15:36 at Armagh
1126-01-11,1126,1,lunar,partial umbral,0.438,Clonmacnoise,blind,,"Moon 57.9 deg up, 1.0 of umbral phase in a dark sky"
1127-11-20,1127,0,lunar,partial umbral,0.468,Clonmacnoise,blind,,"Moon 51.5 deg up, 1.0 of umbral phase in a dark sky"
1128-11-08,1128,4,lunar,total,1.746,Clonmacnoise,blind,,"Moon 51.4 deg up, 1.0 of umbral phase in a dark sky"
1129-05-05,1129,0,lunar,partial umbral,0.75,Clonmacnoise,blind,,"Moon 15.8 deg up, 0.84 of umbral phase in a dark sky"
1129-10-29,1129,2,lunar,partial umbral,0.651,Clonmacnoise,blind,,"Moon 50.7 deg up, 1.0 of umbral phase in a dark sky"
1131-03-15,1131,,lunar,partial umbral,0.5671,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1131-03-30,1131,1,solar,partial,0.678,Iona,blind,,UT 14:59 at Armagh
1131-09-08,1131,2,lunar,partial umbral,0.71,Clonmacnoise,blind,,"Moon 30.5 deg up, 1.0 of umbral phase in a dark sky"
1132-03-03,1132,4,lunar,total,1.74,Armagh,blind,,"Moon 26.5 deg up, 0.72 of umbral phase in a dark sky"
1133-02-21,1133,2,lunar,partial umbral,0.459,Clonmacnoise,blind,,"Moon 34.0 deg up, 1.0 of umbral phase in a dark sky"
1133-08-02,1133,3,solar,central,1.064,Iona,blind,,UT 11:25 at Armagh
1133-08-17,1133,,lunar,partial umbral,0.2397,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1135-01-01,1135,2,lunar,partial umbral,0.784,Clonmacnoise,blind,,"Moon 59.1 deg up, 1.0 of umbral phase in a dark sky"
1135-12-22,1135,0,lunar,total,1.65,Iona,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 12.8 deg up, 0.32 of umbral phase in a dark sky"
1136-06-15,1136,1,lunar,total,1.245,Clonmacnoise,blind,,"Moon 7.4 deg up, 0.16 of umbral phase in a dark sky"
1138-04-26,1138,2,lunar,partial umbral,0.513,Clonmacnoise,blind,,"Moon 13.8 deg up, 0.6 of umbral phase in a dark sky"
1138-10-20,1138,4,lunar,partial umbral,0.486,Clonmacnoise,blind,,"Moon 49.5 deg up, 1.0 of umbral phase in a dark sky"
1138-11-04,1138,5,solar,partial,0.594,Clonmacnoise,blind,,UT 14:22 at Armagh
1139-04-16,1139,0,lunar,total,1.817,Clonmacnoise,blind,,"Moon 18.4 deg up, 0.52 of umbral phase in a dark sky"
1139-10-09,1139,,lunar,total,1.8227,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1140-03-20,1140,3,solar,deep partial,0.977,Clonmacnoise,totality-in-ireland,umbral track 63.0 km from the island,UT 14:46 at Armagh
1140-04-04,1140,4,lunar,partial umbral,0.421,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 11.1 deg up, 0.28 of umbral phase in a dark sky"
1140-09-28,1140,6,lunar,partial umbral,0.678,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 11.9 deg up, 0.32 of umbral phase in a dark sky"
1142-02-12,1142,4,lunar,partial umbral,0.756,Clonmacnoise,blind,,"Moon 45.8 deg up, 1.0 of umbral phase in a dark sky"
1143-02-01,1143,1,lunar,total,1.723,Armagh,blind,,"Moon 23.3 deg up, 0.6 of umbral phase in a dark sky"
1145-06-06,1145,,lunar,partial umbral,0.1418,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1145-12-01,1145,6,lunar,partial umbral,0.45,Clonmacnoise,blind,,"Moon 37.5 deg up, 1.0 of umbral phase in a dark sky"
1146-11-20,1146,3,lunar,total,1.726,Clonmacnoise,blind,,"Moon 43.5 deg up, 1.0 of umbral phase in a dark sky"
1147-10-26,1147,0,solar,deep partial,0.916,Iona,blind,,UT 09:35 at Armagh
1149-03-26,1149,6,lunar,partial umbral,0.47,Clonmacnoise,blind,,"Moon 32.1 deg up, 1.0 of umbral phase in a dark sky"
1149-09-19,1149,1,lunar,partial umbral,0.632,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 14.4 deg up, 0.44 of umbral phase in a dark sky"
1150-03-15,1150,3,lunar,total,1.823,Clonmacnoise,blind,,"Moon 35.4 deg up, 1.0 of umbral phase in a dark sky"
1150-09-08,1150,5,lunar,total,1.782,Armagh,blind,,"Moon 11.2 deg up, 0.2 of umbral phase in a dark sky"
1151-08-28,1151,2,lunar,partial umbral,0.348,Clonmacnoise,blind,,"Moon 29.6 deg up, 1.0 of umbral phase in a dark sky"
1153-01-12,1153,1,lunar,partial umbral,0.77,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 14.1 deg up, 0.36 of umbral phase in a dark sky"
1153-01-26,1153,1,solar,partial,0.751,Bangor,blind,,UT 11:58 at Armagh
1154-01-01,1154,5,lunar,total,1.657,Iona,blind,,"Moon 22.4 deg up, 0.6 of umbral phase in a dark sky"
1154-06-27,1154,0,lunar,total,1.384,Clonmacnoise,blind,,"Moon 9.3 deg up, 0.28 of umbral phase in a dark sky"
1154-12-21,1154,2,lunar,partial umbral,0.339,Armagh,blind,,"Moon 32.2 deg up, 1.0 of umbral phase in a dark sky"
1155-06-16,1155,,lunar,partial umbral,0.0595,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1156-05-07,1156,1,lunar,partial umbral,0.383,Clonmacnoise,blind,,"Moon 8.4 deg up, 0.32 of umbral phase in a dark sky"
1157-10-19,1157,6,lunar,total,1.784,Clonmacnoise,blind,,"Moon 49.1 deg up, 1.0 of umbral phase in a dark sky"
1158-10-09,1158,,lunar,partial umbral,0.7229,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1160-08-18,1160,4,lunar,partial umbral,0.582,Armagh,blind,,"Moon 8.5 deg up, 0.16 of umbral phase in a dark sky"
1161-02-12,1161,0,lunar,total,1.76,Clonmacnoise,blind,,"Moon 47.5 deg up, 1.0 of umbral phase in a dark sky"
1161-08-07,1161,1,lunar,total,1.716,Clonmacnoise,blind,,"Moon 9.5 deg up, 0.2 of umbral phase in a dark sky"
1162-01-17,1162.0,3.0,solar,partial,0.0,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1162-02-01,1162,4,lunar,partial umbral,0.471,Iona,blind,,"Moon 19.3 deg up, 0.72 of umbral phase in a dark sky"
1162-07-28,1162,6,lunar,partial umbral,0.368,Clonmacnoise,blind,,"Moon 17.6 deg up, 1.0 of umbral phase in a dark sky"
1164-06-06,1164,6,lunar,total,1.36,Clonmacnoise,blind,,"Moon 10.4 deg up, 0.4 of umbral phase in a dark sky"
1164-11-30,1164,,lunar,total,1.7139,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1165-11-19,1165,5,lunar,partial umbral,0.696,Armagh,blind,,"Moon 38.9 deg up, 1.0 of umbral phase in a dark sky"
1168-09-19,1168,4,lunar,total,1.848,Clonmacnoise,blind,,"Moon 36.8 deg up, 1.0 of umbral phase in a dark sky"
1169-03-14,1169,5,lunar,partial umbral,0.601,Clonmacnoise,blind,,"Moon 24.7 deg up, 0.96 of umbral phase in a dark sky"
1169-09-08,1169,1,lunar,partial umbral,0.443,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 6.0 deg up, 0.08 of umbral phase in a dark sky"
1171-01-23,1171,6,lunar,partial umbral,0.748,Iona,blind,,"Moon 11.0 deg up, 0.28 of umbral phase in a dark sky"
1171-07-18,1171,0,lunar,partial umbral,0.81,Clonmacnoise,blind,,"Moon 14.2 deg up, 0.68 of umbral phase in a dark sky"
1172-01-13,1172,4,lunar,total,1.67,Clonmacnoise,blind,,"Moon 56.8 deg up, 1.0 of umbral phase in a dark sky"
1173-01-01,1173,1,lunar,partial umbral,0.352,Clonmacnoise,blind,,"Moon 54.5 deg up, 1.0 of umbral phase in a dark sky"
1174-11-10,1174,0,lunar,partial umbral,0.449,Iona,blind,,"Moon 17.2 deg up, 0.6 of umbral phase in a dark sky"
1174-11-26,1174.0,2.0,solar,partial,0.0,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1175-05-07,1175,,lunar,total,1.5954,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1175-10-31,1175,5,lunar,total,1.756,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 15.8 deg up, 0.36 of umbral phase in a dark sky"
1176-04-11,1176,0,solar,partial,0.577,Bangor,blind,,UT 05:19 at Armagh
1176-04-25,1176,0,lunar,partial umbral,0.68,Armagh,blind,,"Moon 5.3 deg up, 0.04 of umbral phase in a dark sky"
1176-10-19,1176,2,lunar,partial umbral,0.756,Clonmacnoise,blind,,"Moon 48.5 deg up, 1.0 of umbral phase in a dark sky"
1178-03-05,1178,0,lunar,partial umbral,0.665,Armagh,blind,,"Moon 20.8 deg up, 0.72 of umbral phase in a dark sky"
1178-08-30,1178,3,lunar,partial umbral,0.466,Clonmacnoise,blind,,"Moon 29.5 deg up, 1.0 of umbral phase in a dark sky"
1178-09-13,1178,3,solar,partial,0.894,Clonmacnoise,blind,,UT 11:08 at Armagh
1179-08-19,1179,0,lunar,total,1.823,Clonmacnoise,blind,,"Moon 24.9 deg up, 1.0 of umbral phase in a dark sky"
1180-01-28,1180,1,solar,deep partial,0.945,Clonmacnoise,totality-in-ireland,umbral track 34.0 km from the island,UT 16:39 at Armagh
1180-02-13,1180,3,lunar,partial umbral,0.501,Clonmacnoise,blind,,"Moon 46.9 deg up, 1.0 of umbral phase in a dark sky"
1181-12-22,1181,2,lunar,partial umbral,0.423,Clonmacnoise,blind,,"Moon 51.8 deg up, 1.0 of umbral phase in a dark sky"
1182-12-11,1182,6,lunar,total,1.705,Clonmacnoise,blind,,"Moon 57.1 deg up, 1.0 of umbral phase in a dark sky"
1183-06-07,1183,,lunar,total,1.1447,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1183-12-01,1183,4,lunar,partial umbral,0.709,Clonmacnoise,blind,,"Moon 50.5 deg up, 1.0 of umbral phase in a dark sky"
1185-05-01,1185,3,solar,deep partial,0.999,Iona,blind,,UT 14:03 at Armagh
1185-10-10,1185,4,lunar,partial umbral,0.511,Clonmacnoise,blind,,"Moon 44.6 deg up, 1.0 of umbral phase in a dark sky"
1186-04-05,1186,,lunar,total,1.6776,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1187-03-26,1187,4,lunar,partial umbral,0.689,Clonmacnoise,blind,,"Moon 22.9 deg up, 0.84 of umbral phase in a dark sky"
1187-09-04,1187,5,solar,partial,0.765,Iona,blind,,UT 10:38 at Armagh
1189-02-03,1189,5,lunar,partial umbral,0.718,Clonmacnoise,blind,,"Moon 51.4 deg up, 1.0 of umbral phase in a dark sky"
1189-07-29,1189,6,lunar,partial umbral,0.686,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 7.1 deg up, 0.16 of umbral phase in a dark sky"
1190-07-18,1190,,lunar,total,1.6526,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1191-06-23,1191,0,solar,deep partial,0.954,Armagh,totality-in-ireland,umbral track 17.0 km from the island,UT 10:59 at Armagh
1192-05-28,1192,,lunar,partial umbral,0.0979,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1192-11-21,1192,6,lunar,partial umbral,0.442,Clonmacnoise,blind,,"Moon 58.2 deg up, 1.0 of umbral phase in a dark sky"
1192-12-06,1192,0,solar,partial,0.765,Clonmacnoise,blind,,UT 16:03 at Armagh
1193-05-18,1193,2,lunar,total,1.447,Clonmacnoise,blind,,"Moon 14.9 deg up, 1.0 of umbral phase in a dark sky"
1193-11-10,1193,3,lunar,total,1.736,Iona,blind,,"Moon 12.9 deg up, 0.32 of umbral phase in a dark sky"
1194-04-22,1194,5,solar,partial,0.699,Iona,blind,,UT 14:10 at Armagh
1194-05-07,1194,6,lunar,partial umbral,0.824,Clonmacnoise,blind,,"Moon 18.1 deg up, 1.0 of umbral phase in a dark sky"
1194-10-31,1194,1,lunar,partial umbral,0.781,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 8.8 deg up, 0.2 of umbral phase in a dark sky"
1196-03-16,1196,6,lunar,partial umbral,0.6,Clonmacnoise,blind,,"Moon 30.1 deg up, 1.0 of umbral phase in a dark sky"
1197-03-05,1197,3,lunar,total,1.865,Armagh,blind,,"Moon 24.9 deg up, 0.72 of umbral phase in a dark sky"
1200-01-03,1200,1,lunar,partial umbral,0.41,Clonmacnoise,blind,,"Moon 37.8 deg up, 1.0 of umbral phase in a dark sky"
1200-12-22,1200,5,lunar,total,1.699,Clonmacnoise,blind,,"Moon 41.6 deg up, 1.0 of umbral phase in a dark sky"
1201-06-18,1201,1,lunar,total,1.284,Clonmacnoise,blind,,"Moon 11.7 deg up, 0.6 of umbral phase in a dark sky"
1201-11-27,1201,2,solar,partial,0.802,Clonmacnoise,blind,,UT 10:38 at Armagh
1203-04-27,1203,0,lunar,partial umbral,0.114,Clonmacnoise,blind,,"Moon 14.3 deg up, 1.0 of umbral phase in a dark sky"
1203-10-22,1203,3,lunar,partial umbral,0.466,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 14.2 deg up, 0.48 of umbral phase in a dark sky"
1204-04-16,1204,5,lunar,total,1.567,Clonmacnoise,blind,,"Moon 23.8 deg up, 1.0 of umbral phase in a dark sky"
1204-10-10,1204,0,lunar,total,1.72,Armagh,blind,,"Moon 18.3 deg up, 0.4 of umbral phase in a dark sky"
1205-09-29,1205,4,lunar,partial umbral,0.597,Clonmacnoise,blind,,"Moon 38.5 deg up, 1.0 of umbral phase in a dark sky"
1207-02-28,1207,3,solar,partial,0.735,Bangor,blind,,UT 11:26 at Armagh
1208-02-03,1208,0,lunar,total,1.722,Armagh,blind,,"Moon 19.8 deg up, 0.48 of umbral phase in a dark sky"
1208-07-29,1208,2,lunar,total,1.778,Clonmacnoise,blind,,"Moon 18.4 deg up, 0.96 of umbral phase in a dark sky"
1209-01-22,1209,4,lunar,partial umbral,0.398,Armagh,blind,,"Moon 26.3 deg up, 1.0 of umbral phase in a dark sky"
1209-07-18,1209,,lunar,partial umbral,0.4476,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
